nflId,height,weight,birthDate,collegeName,position,displayName
2555320,74,242,7/8/1993,UCLA,OLB,Aaron Wallace
2558005,72,226,2/26/1995,UCLA,ILB,Jayon Brown
2558065,71,185,9/18/1995,Southern California,CB,Adoree' Jackson
2649,71,185,11/2/1985,Texas Tech,WR,Danny Amendola
2532956,76,207,7/27/1988,Texas A&M,QB,Ryan Tannehill
2540202,73,202,4/22/1992,Oklahoma,WR,Kenny Stills
2555230,73,211,1/26/1994,Alabama,RB,Kenyan Drake
2556190,67,169,10/30/1992,Texas Tech,WR,Jakeem Grant
2560994,78,252,10/3/1995,Penn State,TE,Mike Gesicki
2495469,68,195,9/27/1990,Pittsburgh,RB,Dion Lewis
2495966,74,248,8/12/1984,Central Missouri State,TE,Delanie Walker
2532903,72,217,10/12/1989,Nevada,WR,Rishard Matthews
2552466,76,222,10/30/1993,Oregon,QB,Marcus Mariota
2555317,74,194,12/23/1994,Massachusetts,WR,Tajae Sharpe
2557848,75,209,1/11/1995,Western Michigan,WR,Corey Davis
496739,73,215,2/25/1988,Georgia,SS,Reshad Jones
2539309,74,215,1/26/1991,USC,SS,T.J. McDonald
2539935,75,239,8/14/1990,Oregon,OLB,Kiko Alonso
2552434,71,192,8/18/1993,Memphis,CB,Bobby McCain
2555539,73,200,7/4/1993,Baylor,CB,Xavien Howard
2558070,74,242,11/17/1995,Ohio State,LB,Raekwon McMillan
2560725,73,207,11/17/1996,Alabama,S,Minkah Fitzpatrick
2555339,75,241,4/27/1994,Boise State,ILB,Kamalei Correa
2561328,76,250,10/1/1995,Temple,OLB,Sharif Finch
2552580,77,240,9/20/1991,Arkansas,TE,A.J. Derby
2550272,69,195,7/12/1992,Georgia State,WR,Albert Wilson
496828,76,261,1/6/1989,Georgia Tech,OLB,Derrick Morgan
2541539,71,225,11/27/1990,Auburn,ILB,Daren Bates
2555551,72,203,9/18/1993,Southern Utah,CB,LeShaun Sims
2506404,69,212,5/14/1983,Miami,RB,Frank Gore
2540013,73,235,9/19/1989,Nebraska,ILB,Will Compton
2560880,78,260,8/9/1995,Notre Dame,TE,Durham Smythe
2556075,75,247,1/4/1994,Alabama,RB,Derrick Henry
2558207,75,248,8/22/1995,Florida International,TE,Jonnu Smith
2495441,77,235,10/15/1989,Missouri,QB,Blaine Gabbert
2557870,71,205,3/2/1995,Western Kentucky,WR,Taywan Taylor
2495234,77,253,7/17/1988,Tennessee,TE,Luke Stocker
2560966,74,225,12/25/1996,Ohio State,LB,Jerome Baker
2559043,75,246,8/29/1993,Southern Illinois,OLB,Chase Allen
2553896,70,180,6/28/1992,Virginia,WR,Darius Jennings
2559053,71,188,4/10/1995,Nevada-Las Vegas,CB,Torry McTyer
496735,70,185,4/10/1988,Alabama,CB,Kareem Jackson
2495872,71,185,4/16/1984,South Carolina,CB,Johnathan Joseph
2533049,76,258,7/21/1990,Illinois,OLB,Whitney Mercilus
2540180,69,190,5/13/1992,Louisiana State,FS,Tyrann Mathieu
2543501,72,191,10/2/1991,Oklahoma,CB,Aaron Colvin
2552261,72,185,8/5/1992,Wake Forest,CB,Kevin Johnson
2558094,75,238,12/2/1994,Vanderbilt,ILB,Zach Cunningham
2560851,73,204,2/15/1997,Stanford,SS,Justin Reid
497240,78,265,5/14/1989,Arizona,TE,Rob Gronkowski
2504211,76,225,8/3/1977,Michigan,QB,Tom Brady
2530515,73,210,10/24/1987,"Monmouth, N.J.",WR,Chris Hogan
2539265,70,215,7/2/1990,Nebraska,RB,Rex Burkhead
2543773,70,205,2/3/1992,Wisconsin,RB,James White
2552424,70,192,1/5/1993,Miami,WR,Phillip Dorsett
2552490,76,257,11/19/1992,Mississippi State,ILB,Benardrick McKinney
2533046,76,260,2/24/1990,Clemson,TE,Dwayne Allen
2533034,70,221,4/25/1991,Miami,RB,Lamar Miller
2540165,73,212,6/6/1992,Clemson,WR,DeAndre Hopkins
2543646,69,200,8/22/1991,South Carolina,WR,Bruce Ellington
2558063,74,221,9/14/1995,Clemson,QB,Deshaun Watson
2560896,77,277,8/2/1996,Mississippi State,TE,Jordan Thomas
2561427,75,202,6/9/1996,Limestone,WR,Vyncint Smith
71251,71,215,8/19/1987,Oregon,SS,Patrick Chung
494287,70,195,8/13/1987,Rutgers,FS,Devin McCourty
2533057,75,260,3/12/1990,Alabama,MLB,Dont'a Hightower
2533062,73,202,9/19/1990,South Carolina,CB,Stephon Gilmore
2552255,73,205,10/3/1992,Utah,CB,Eric Rowe
2556119,72,238,4/22/1994,Houston,MLB,Elandon Roberts
2556571,70,190,9/20/1993,Auburn,CB,Jonathan Jones
2560951,76,243,4/19/1992,Central Florida,TE,Jordan Akins
2541243,73,205,1/24/1991,Rutgers,FS,Duron Harmon
2543699,75,250,3/26/1991,Brigham Young,OLB,Kyle Van Noy
2541316,78,255,1/11/1990,Connecticut,TE,Ryan Griffin
2561143,74,255,8/24/1996,Purdue,LB,Ja'Whaun Bentley
2559211,69,198,6/16/1993,Iowa,WR,Riley McCarron
2508101,75,255,7/23/1988,Brown,FB,James Develin
2543603,73,230,10/20/1992,LSU,RB,Jeremy Hill
2552470,73,210,3/31/1993,Auburn,WR,Sammie Coates
2559152,72,237,5/19/1994,Missouri State,ILB,Dylan Cole
2555234,70,185,10/7/1993,San Jose State,RB,Tyler Ervin
2540145,74,238,3/17/1991,Tennessee,WR,Cordarrelle Patterson
2543600,74,225,4/27/1991,LSU,RB,Alfred Blue
89756,71,195,8/13/1987,Rutgers,CB,Jason McCourty
2506581,74,228,11/24/1982,Harvard,QB,Ryan Fitzpatrick
2543468,77,231,8/21/1993,Texas A&M,WR,Mike Evans
2550656,77,245,7/3/1991,Harvard,TE,Cameron Brate
2556466,71,225,2/27/1994,Auburn,RB,Peyton Barber
2557856,78,250,11/18/1994,Alabama,TE,O.J. Howard
2558105,73,209,2/27/1996,Penn State,WR,Chris Godwin
494261,71,208,4/1/1988,Ohio State,SS,Kurt Coleman
2533008,74,248,1/11/1989,Arkansas State,ILB,Demario Davis
2555530,71,205,12/12/1994,Ohio State,FS,Vonn Bell
2556735,73,180,2/8/1993,Colorado,CB,Ken Crawley
2558061,72,192,5/20/1996,Ohio State,CB,Marshon Lattimore
2558163,75,240,9/22/1994,Florida,OLB,Alex Anzalone
2558847,73,195,9/8/1996,Utah,FS,Marcus Williams
2495471,66,205,2/6/1990,Oregon State,RB,Jacquizz Rodgers
2553895,71,195,6/24/1993,Clemson,WR,Adam Humphries
2508084,71,191,9/7/1987,Florida State,CB,Patrick Robinson
1581,70,175,12/1/1986,California,WR,DeSean Jackson
2495272,74,203,2/23/1989,California,SS,Chris Conte
2532828,73,233,1/23/1990,Nebraska,OLB,Lavonte David
2550565,72,230,9/21/1990,Florida Atlantic,MLB,Adarius Taylor
2552592,73,227,8/3/1994,Louisiana State,MLB,Kwon Alexander
2555299,70,204,6/3/1995,Florida,CB,Vernon Hargreaves III
2557945,72,199,8/26/1995,Texas A&M,SS,Justin Evans
2560884,71,205,9/16/1995,North Carolina,CB,M.J. Stewart
2504775,72,209,1/15/1979,Purdue,QB,Drew Brees
2539303,73,233,4/26/1990,Southern Methodist,FB,Zach Line
2541834,77,250,5/21/1990,Idaho State,TE,Josh Hill
2556370,75,212,3/3/1993,Ohio State,WR,Michael Thomas
2558019,70,215,7/25/1995,Tennessee,RB,Alvin Kamara
2560878,74,210,1/7/1996,Central Florida,WR,Tre'Quan Smith
2555552,71,190,9/7/1993,North Carolina Central,CB,Ryan Smith
2506122,75,255,12/18/1980,Georgia,TE,Benjamin Watson
2507166,71,180,4/12/1985,Ohio State,WR,Ted Ginn
2558928,73,195,12/25/1993,Northwestern,WR,Austin Carr
2561039,73,206,12/31/1996,Auburn,CB,Carlton Davis
2550223,72,195,9/7/1991,North Greenville,WR,Freddie Martino
2556508,73,235,7/2/1993,Memphis,TE,Alan Cross
2559044,78,256,5/28/1993,"Laval, Can.",TE,Antony Auclair
2539277,73,241,1/26/1991,Notre Dame,MLB,Manti Te'o
2539982,73,240,7/30/1991,Iowa State,OLB,A.J. Klein
2556752,67,168,10/24/1992,Northern Illinois,WR,Tommylee Lewis
2539663,71,210,11/1/1990,Florida,RB,Mike Gillislee
2555227,72,217,2/2/1994,Arkansas,RB,Jonathan Williams
2495211,73,242,8/9/1989,Nebraska,TE,Niles Paul
2543477,77,236,4/28/1992,Central Florida,QB,Blake Bortles
2543683,77,262,9/29/1992,Washington,TE,Austin Seferian-Jenkins
2553318,76,245,1/14/1992,Illinois State,TE,James O'Shaughnessy
2557973,72,228,1/18/1995,Louisiana State,RB,Leonard Fournette
2561018,76,198,9/23/1996,Louisiana State,WR,D.J. Chark
71197,76,255,10/15/1986,Cincinnati,OLB,Connor Barwin
2532875,70,190,10/29/1988,North Alabama,CB,Janoris Jenkins
2540143,75,250,9/25/1991,Georgia,LB,Alec Ogletree
2543738,78,262,2/19/1992,North Carolina,OLB,Kareem Martin
2552454,72,218,1/10/1994,Alabama,SS,Landon Collins
2555277,73,203,8/9/1995,Ohio State,CB,Eli Apple
2555522,73,242,5/29/1993,Clemson,ILB,B.J. Goodson
2543614,74,215,8/6/1993,Mississippi,WR,Donte Moncrief
2552471,73,223,10/2/1993,Alabama,RB,T.J. Yeldon
2557895,72,176,11/21/1993,Oklahoma,WR,Dede Westbrook
2559153,73,194,4/20/1993,Kentucky Wesleyan,WR,Keelan Cole
2539338,71,190,5/3/1990,William & Mary,CB,B.W. Webb
2541792,75,220,3/5/1991,Miami,OLB,Ray-Ray Armstrong
2553822,72,190,7/18/1992,Fresno State,FS,Curtis Riley
2561015,77,250,12/10/1995,Georgia,OLB,Lorenzo Carter
2535687,71,195,3/17/1990,Stanford,SS,Michael Thomas
494259,74,218,2/11/1988,Toledo,SS,Barry Church
2532848,73,212,8/7/1990,Wyoming,FS,Tashaun Gipson
2539237,71,190,6/27/1990,Houston,CB,D.J. Hayden
2539662,75,249,8/26/1990,Florida,DE,Lerentee McCray
2541162,72,191,8/16/1991,Central Florida,CB,A.J. Bouye
2543711,75,215,4/11/1991,Florida State,OLB,Telvin Smith
2555280,73,208,10/24/1994,Florida State,CB,Jalen Ramsey
2555329,73,244,9/3/1995,UCLA,OLB,Myles Jack
2505996,77,218,1/3/1981,Mississippi,QB,Eli Manning
2543496,71,198,11/5/1992,Louisiana State,WR,Odell Beckham Jr.
2543590,75,222,10/10/1992,Indiana,WR,Cody Latimer
2555295,70,201,2/10/1993,Oklahoma,WR,Sterling Shepard
2557858,75,240,9/2/1994,Mississippi,TE,Evan Engram
2557952,72,210,10/1/1994,Clemson,RB,Wayne Gallman
2532835,77,255,10/3/1988,USC,TE,Rhett Ellison
2540225,73,246,9/10/1990,Wake Forest,FB,Tommy Bohanon
2560968,72,233,2/9/1997,Penn State,RB,Saquon Barkley
2560758,74,245,10/3/1995,Wisconsin,LB,Leon Jacobs
2550599,77,255,4/13/1992,Assumption,TE,Scott Simonson
2561008,75,214,4/18/1997,Alabama,DB,Ronnie Harrison
949,70,245,3/21/1987,Oregon,RB,Jonathan Stewart
2559254,73,240,8/21/1993,San Jose State,FB,Shane Smith
2553650,71,203,12/19/1991,Auburn,RB,Corey Grant
2556711,74,210,2/9/1994,Michigan,SS,Jarrod Wilson
2506340,76,213,5/7/1984,Utah,QB,Alex Smith
2540011,68,195,10/20/1990,Florida State,RB,Chris Thompson
2540160,74,242,7/3/1990,Florida,TE,Jordan Reed
2543491,72,180,4/13/1992,Colorado,WR,Paul Richardson
2552415,69,177,6/17/1993,Duke,WR,Jamison Crowder
2555343,74,205,12/3/1992,Texas Christian,WR,Josh Doctson
2495504,73,203,7/11/1990,Louisiana State,CB,Patrick Peterson
2495807,71,201,7/27/1984,Howard,FS,Antoine Bethea
2539932,71,192,9/29/1990,Boise State,CB,Jamar Taylor
2543769,73,211,8/30/1992,Washington State,ILB,Deone Bucannon
2543830,73,205,6/25/1992,North Carolina,FS,Tre Boston
2557887,73,235,9/22/1994,Temple,ILB,Haason Reddick
2558009,70,195,1/10/1996,Washington,FS,Budda Baker
2507164,73,220,3/21/1985,Oklahoma,RB,Adrian Peterson
2530491,73,235,8/24/1989,Auburn,ILB,Josh Bynes
2495826,75,248,1/31/1984,Maryland,TE,Vernon Davis
2495190,76,265,8/16/1988,Purdue,OLB,Ryan Kerrigan
2495281,73,250,3/1/1989,Washington,ILB,Mason Foster
2532804,73,250,10/23/1989,North Carolina,ILB,Zach Brown
2532920,72,200,12/15/1987,Coastal Carolina,CB,Josh Norman
2539943,70,205,9/1/1991,South Carolina,FS,D.J. Swearinger
2552276,77,265,11/17/1992,Mississippi State,OLB,Preston Smith
2553796,74,202,7/22/1992,Florida,CB,Quinton Dunbar
2558133,74,212,12/4/1995,Michigan State,FS,Montae Nicholson
2558136,72,204,4/9/1994,UCLA,CB,Fabian Moreau
497095,76,224,11/8/1987,Oklahoma,QB,Sam Bradford
2506106,75,218,8/31/1983,Pittsburgh,WR,Larry Fitzgerald
2553435,73,224,12/16/1991,Northern Iowa,RB,David Johnson
2558208,74,204,10/19/1994,Grambling,WR,Chad Williams
2559248,77,243,3/15/1995,Texas A&M,TE,Ricky Seals-Jones
2560781,71,200,11/18/1996,Texas A&M,WR,Christian Kirk
2557880,76,245,2/20/1994,Louisville,ILB,Josh Harvey-Clemons
2557886,77,255,8/10/1994,Arkansas,TE,Jeremy Sprinkle
2560711,69,210,4/13/1996,Fordham,RB,Chase Edmonds
2556414,72,229,10/3/1992,Tulane,RB,Rob Kelley
2495201,75,265,12/17/1988,Mississippi State,OLB,Pernell McPhee
2557853,74,253,8/12/1994,Alabama,OLB,Ryan Anderson
2553658,77,255,3/29/1991,Purdue,TE,Gabe Holmes
2553687,74,238,3/28/1991,Utah State,MLB,Zach Vigil
2560886,72,181,3/8/1996,Virginia Tech,DB,Greg Stroman
2558174,72,204,11/1/1994,Auburn,S,Rudy Ford
2534436,72,204,2/14/1989,Florida,WR,Deonte Thompson
2539336,68,185,3/15/1990,West Virginia,WR,Tavon Austin
2553454,76,260,9/16/1993,Texas,TE,Geoff Swaim
2553743,75,236,1/10/1992,Ohio State,RB,Rod Smith
2555224,72,228,7/22/1995,Ohio State,RB,Ezekiel Elliott
2555260,74,238,7/29/1993,Mississippi State,QB,Dak Prescott
80668,69,195,4/10/1988,South Carolina,CB,Captain Munnerlyn
2495339,71,205,11/16/1988,North Carolina,SS,Da'Norris Searcy
2505708,71,205,3/24/1981,Delaware,FS,Mike Adams
2533056,75,238,4/20/1991,Boston College,MLB,Luke Kuechly
2552447,72,230,4/21/1994,Washington,OLB,Shaq Thompson
2555175,73,212,8/4/1993,Samford,CB,James Bradberry
2560753,70,180,11/8/1995,Louisiana State,CB,Donte Jackson
496937,74,245,7/22/1986,Penn State,ILB,Sean Lee
2541832,73,212,5/14/1991,Saginaw Valley State,SS,Jeff Heath
2552568,72,205,9/26/1992,Connecticut,CB,Byron Jones
2555531,71,196,12/15/1993,Purdue,CB,Anthony Brown
2555536,72,220,8/11/1994,Central Michigan,SS,Kavon Frazier
2557840,72,202,5/24/1995,Colorado,CB,Chidobe Awuzie
2560908,76,256,2/8/1996,Boise State,LB,Leighton Vander Esch
2495455,77,245,5/11/1989,Auburn,QB,Cam Newton
2495459,72,205,1/26/1989,Maryland,WR,Torrey Smith
